Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Geetha, S., Deepalakshmi, P., Pande, S.","56720205400;35145820100;57218368834;","Managing Crop for Indian Farming Using IOT",2019,"2019 International Conference on Clean Energy and Energy Efficient Electronics Circuit for Sustainable Development, INCCES 2019",,,"9167699","","",,3,"10.1109/INCCES47820.2019.9167699","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091489744&doi=10.1109%2fINCCES47820.2019.9167699&partnerID=40&md5=b682174800c9fa59c80bad56848c8353",Conference Paper,"Final","",Scopus,2-s2.0-85091489744
"Sarkar, S., Muralishankar, R., Gurugopinath, S.","57193695016;16234202600;55005957900;","Enhanced Performance of Generalized Energy Based Spectrum Sensing with Adaptive Threshold",2019,"4th International Conference on Electrical, Electronics, Communication, Computer Technologies and Optimization Techniques, ICEECCOT 2019",,,"9114596","326","331",,1,"10.1109/ICEECCOT46775.2019.9114596","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089224473&doi=10.1109%2fICEECCOT46775.2019.9114596&partnerID=40&md5=bfaab05ce91957837aaf5bcb44670f00",Conference Paper,"Final","",Scopus,2-s2.0-85089224473
"Chauhan, G., Mishra, D.V.","57216314775;57216313273;","Evaluating deep learning based models for predicting click through rate",2019,"CSITSS 2019 - 2019 4th International Conference on Computational Systems and Information Technology for Sustainable Solution, Proceedings",,,"9031059","","",,,"10.1109/CSITSS47250.2019.9031059","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083080461&doi=10.1109%2fCSITSS47250.2019.9031059&partnerID=40&md5=6a2fb179b910a68f90b9eda214ac4dff",Conference Paper,"Final","",Scopus,2-s2.0-85083080461
"Singh, R., Vijayan, S., Ilango, V., Rasheed, A.A.","57212464398;57212468619;6506294106;57197955353;","Software development process models comparison and assessment of degree of agility based on agile practices and performance implementation on xp and scrum",2019,"International Journal of Scientific and Technology Research","8","12",,"1008","1016",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076748074&partnerID=40&md5=3c5c49489bb2cec0b8766970a9f365b3",Article,"Final","",Scopus,2-s2.0-85076748074
"Chandra Shekar, N., Rakshitha, B.S., Mamatha, N., Chetan, H., Jyoti, M.R., Suganya, S.","57205203043;57211298817;57211473823;57192093862;57205613780;57211397709;","Detection of melanoma cancer cell by designing a SPR based biosensor",2019,"Journal of Physics: Conference Series","1362","1","012011","","",,4,"10.1088/1742-6596/1362/1/012011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076435333&doi=10.1088%2f1742-6596%2f1362%2f1%2f012011&partnerID=40&md5=0597d6da4447f0ae5fa36e3703ceabd4",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85076435333
"Dubey, S., Swain, S.R.","57211937140;57211949802;","Numerical investigation on solidification in casting using ProCAST",2019,"IOP Conference Series: Materials Science and Engineering","561","1","012049","","",,5,"10.1088/1757-899X/561/1/012049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075475794&doi=10.1088%2f1757-899X%2f561%2f1%2f012049&partnerID=40&md5=ab12c176faca33c9d31ab0873b446f61",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85075475794
"Panda, B., Vishwanatha, A.D., Niranjan, C.A., Harisha, P., Chandan, K.R., Kumar, R.","36772454800;57211943016;57200797269;57211938639;57211937164;58018886400;","Study of microstructure and wear properties of novel aluminium-modified fly ash composite",2019,"IOP Conference Series: Materials Science and Engineering","561","1","012005","","",,3,"10.1088/1757-899X/561/1/012005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075457811&doi=10.1088%2f1757-899X%2f561%2f1%2f012005&partnerID=40&md5=a0bf59a12d3eee9fe22de2712cb6629d",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85075457811
"Meghana, N., Chetan, H.","57140760200;57192093862;","A new method for secret image transmission via mosaic fragments using ECC key",2019,"2019 5th IEEE International WIE Conference on Electrical and Computer Engineering, WIECON-ECE 2019 - Proceedings",,,"9019933","","",,1,"10.1109/WIECON-ECE48653.2019.9019933","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082119615&doi=10.1109%2fWIECON-ECE48653.2019.9019933&partnerID=40&md5=1d413481bad8ec9116a9a6a69e625245",Conference Paper,"Final","",Scopus,2-s2.0-85082119615
"Sarkar, S., Muralishankar, R., Gurugopinath, S.","57193695016;16234202600;55005957900;","Asymptotic analysis of generalized energy-based spectrum sensing in cognitive radios",2019,"2019 5th IEEE International WIE Conference on Electrical and Computer Engineering, WIECON-ECE 2019 - Proceedings",,,"9019909","","",,,"10.1109/WIECON-ECE48653.2019.9019909","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082112135&doi=10.1109%2fWIECON-ECE48653.2019.9019909&partnerID=40&md5=bd73a1b66f3c55c9cc8a02559f6a6400",Conference Paper,"Final","",Scopus,2-s2.0-85082112135
"Jagadishwari, V., Accamma, I.V.","57200285329;55532997700;","CNJC: A cumulative similarity measure for Link Prediction in social networks",2019,"Proceedings of the 2019 9th International Conference on Advances in Computing and Communication, ICACC 2019",,,"8986211","58","61",,,"10.1109/ICACC48162.2019.8986211","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081111767&doi=10.1109%2fICACC48162.2019.8986211&partnerID=40&md5=c87b37e4ce3ff7b63572179080d4f410",Conference Paper,"Final","",Scopus,2-s2.0-85081111767
"Routray, S.K., Javali, A., Sharma, L., Ghosh, A.D., Sahoo, A.","55807554600;57193141491;57191241882;57211137667;57215203474;","Internet of Things Based Precision Agriculture for Developing Countries",2019,"Proceedings of the 2nd International Conference on Smart Systems and Inventive Technology, ICSSIT 2019",,,"8987794","1064","1068",,20,"10.1109/ICSSIT46314.2019.8987794","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080084195&doi=10.1109%2fICSSIT46314.2019.8987794&partnerID=40&md5=c4263aa052bbb1ab3d238d5a041260b3",Conference Paper,"Final","",Scopus,2-s2.0-85080084195
"Mishra, A., Shrivastava, K.K., Anto, A.B., Quadir, N.A.","57215199027;57204113277;57215197558;7801572768;","Reducing Commercial Aviation Fatalities Using Support Vector Machines",2019,"Proceedings of the 2nd International Conference on Smart Systems and Inventive Technology, ICSSIT 2019",,,"8987752","360","364",,5,"10.1109/ICSSIT46314.2019.8987752","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85080031682&doi=10.1109%2fICSSIT46314.2019.8987752&partnerID=40&md5=fa787dc418b14fb63e20240ad72c4231",Conference Paper,"Final","",Scopus,2-s2.0-85080031682
"Agalya, V., Sumathi, S.","56049301000;57208201529;","Optimization in recent aspects of power converter",2019,"International Journal of Scientific and Technology Research","8","11",,"3756","3762",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075402378&partnerID=40&md5=f49e22fcc65954d4f2ddf23687d20aba",Article,"Final","",Scopus,2-s2.0-85075402378
"Abdul Rasheed, A.","57193858361;","Influential persons in online social networks by preferential attachment",2019,"International Journal of Scientific and Technology Research","8","11",,"772","776",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075171594&partnerID=40&md5=82cc3a73d9075c1f613632a34288b334",Article,"Final","",Scopus,2-s2.0-85075171594
"Chitra, K., Prakash, V.S., Kamatchi Kannan, V.","56141400000;57222366075;55251731500;","Design and implementation of simple boost Pwm controlled T-source inverter for solar Pv application",2019,"International Journal of Scientific and Technology Research","8","11",,"717","720",,10,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075148409&partnerID=40&md5=c696aca8aae7a4e111994f6ed2585d3b",Article,"Final","",Scopus,2-s2.0-85075148409
"Thanmayalaxmi, D., Suvitha, A., Kumar, A.S., Gugan, K., Maidur, S.R.","57211667677;57218331018;57211669119;57207760919;57095032300;","Spectral investigations, NLO, NBO, HOMO-LUMO, MEP, ADME parameters of 2-methyl-p-benzoquinone using quantum computations and CADD technique",2019,"AIP Conference Proceedings","2162",,"020037","","",,1,"10.1063/1.5130247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074790515&doi=10.1063%2f1.5130247&partnerID=40&md5=930a0ce3c605c0a228cf68c31cd7648a",Conference Paper,"Final","",Scopus,2-s2.0-85074790515
"Chauhan, G., Mishra, D.V., Farida Begam, M., Akhilaa","57216314775;57216313273;55014690600;57211904341;","Customer-Aware Recommender System for Push Notifications in an e-commerce Environment",2019,"2019 Global Conference for Advancement in Technology, GCAT 2019",,,"8978330","","",,4,"10.1109/GCAT47503.2019.8978330","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084842196&doi=10.1109%2fGCAT47503.2019.8978330&partnerID=40&md5=678e26337cc514b7d472cf99cdad0fd2",Conference Paper,"Final","",Scopus,2-s2.0-85084842196
"Mamatha, N., Sridevi, S., Indumathi, G., Venkateswaran, K.","57211473823;57192100576;57225301324;55811774200;","2D and 3D based network on chip for a stream of data using label switching technique",2019,"International Journal of Engineering and Advanced Technology","9","1",,"418","423",,,"10.35940/ijeat.A9407.109119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074618391&doi=10.35940%2fijeat.A9407.109119&partnerID=40&md5=2477d4a9a53f2083e3af2894d74aadfe",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85074618391
"Suresh, G., Poddar, N., Lavanya, M., Suganya, S., Venkateswaran, K.","57214987582;57211391546;57211387157;57211397709;55811774200;","Robo car for military application",2019,"International Journal of Innovative Technology and Exploring Engineering","8","12",,"1968","1974",,1,"10.35940/ijitee.L2907.1081219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073709983&doi=10.35940%2fijitee.L2907.1081219&partnerID=40&md5=5ce4f62ba3fdc28bad8100db5493e128",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85073709983
"Agalya, V., Sumathi, S.","56049301000;57208201529;","Heart signal analysis on multi-domain features extraction by SVM classifier in smart monitoring system",2019,"International Journal of Innovative Technology and Exploring Engineering","8","12",,"1841","1843",,,"10.35940/ijitee.L2861.1081219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073696836&doi=10.35940%2fijitee.L2861.1081219&partnerID=40&md5=8115bafcb1e142548cbd51ef77c743d5",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85073696836
"Ghosh, A., Jain, A., Sarkar, S.K.","57216832563;56404950700;55680682800;","Design and simulation of nanoelectronic data transfer system with an emphasis on reliability and stability analysis",2019,"Analog Integrated Circuits and Signal Processing","101","1",,"13","21",,4,"10.1007/s10470-018-01384-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059632809&doi=10.1007%2fs10470-018-01384-9&partnerID=40&md5=55b5cbb825163c1d1062a7e4c0c26501",Article,"Final","",Scopus,2-s2.0-85059632809
"Preethi, G., Balan, R., Koppala, S., Nagaswarupa, H.P.","57217671424;57196740345;55971800500;16307909900;","Cubic and orthorhombic Cd2SnO4 microcrystals: Molten salt synthesis, phase evolution and dye degradation studies",2019,"Materials Research Express","6","10","105537","","",,11,"10.1088/2053-1591/ab406f","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072728125&doi=10.1088%2f2053-1591%2fab406f&partnerID=40&md5=1390bd609cb0bc1f7f205e37eab8d2c7",Article,"Final","",Scopus,2-s2.0-85072728125
"Hari, M., Ramesh, P., Velrajkumar, P., Agalya, V., Kodandapani, D., Ravela, R.","57203926153;56583750500;36810699400;56049301000;57210732049;57208203883;","Isolated WECS connected SVM based Three Level NPC Fed 3-phase induction motor",2019,"Proceedings - 2019 5th International Conference on Computing, Communication Control and Automation, ICCUBEA 2019",,,"9128763","","",,,"10.1109/ICCUBEA47591.2019.9128763","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088161291&doi=10.1109%2fICCUBEA47591.2019.9128763&partnerID=40&md5=8060b64331da44bd0c2d465a343c6501",Conference Paper,"Final","",Scopus,2-s2.0-85088161291
"Prasad, B.S., Akhilaa","57213796300;57211904341;","Supervised machine learning algorithms for early diagnosis of Alzheimer’s disease",2019,"International Journal of Recent Technology and Engineering","8","3",,"7964","7967",,,"10.35940/ijrte.C6646.098319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075314113&doi=10.35940%2fijrte.C6646.098319&partnerID=40&md5=289185466bc70d2e34fa8348ce1e9685",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85075314113
"Suganya, S., Maheshwari, S., Ramesh, C.","57211397709;37112718700;57208063169;","Kraft: Kalman filter based energy-aware lte and wi-fi joint throughput optimization",2019,"International Journal of Recent Technology and Engineering","8","2 Special Issue 11",,"24","30",,,"10.35940/ijrte.B1005.0982S1119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074387795&doi=10.35940%2fijrte.B1005.0982S1119&partnerID=40&md5=9bfbdfe13673ef501241495a69f2392d",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85074387795
"Shivakumar, V.","57210700662;","Performance evaluation parameters analysis for trellis coded modulation systems",2019,"International Journal of Recent Technology and Engineering","8","3",,"7062","7065",,,"10.35940/ijrte.C5733.098319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073561040&doi=10.35940%2fijrte.C5733.098319&partnerID=40&md5=6efc8b8c0b2972d11efbe3623ec3ff21",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85073561040
"Rajendra, P., Subbarao, A., Ramu, G., Boadh, R.","57192305143;56943245400;57187975400;56584706500;","Identification of non-linear systems through convolutional neural network",2019,"International Journal of Recent Technology and Engineering","8","3",,"3429","3434",,2,"10.35940/ijrte.C5058.098319","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073451928&doi=10.35940%2fijrte.C5058.098319&partnerID=40&md5=4b99daea596c890642fc996f6dd0ec72",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85073451928
"Rajendra, P., Ramesh Reddy, P., Subbarao, A., Boadh, R.","57192305143;57200583965;56943245400;56584706500;","Mathematical modelling to incorporate the uncertainty costs of electric power",2019,"International Journal of Innovative Technology and Exploring Engineering","8","11",,"2623","2631",,,"10.35940/ijitee.K1925.0981119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073390929&doi=10.35940%2fijitee.K1925.0981119&partnerID=40&md5=7c8b15b27bce5dc629b273708187a429",Article,"Final","",Scopus,2-s2.0-85073390929
"Shamitha, S.K., Ilango, V.","57211298519;6506294106;","A hybrid technique for health insurance fraud detection on highly imbalanced dataset",2019,"International Journal of Innovative Technology and Exploring Engineering","8","11",,"3498","3501",,2,"10.35940/ijitee.K2489.0981119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073380591&doi=10.35940%2fijitee.K2489.0981119&partnerID=40&md5=6b30d4a4094004aa98045d366d724745",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85073380591
"Rajendra, P., Murthy, K.V.N., Subbarao, A., Boadh, R.","57192305143;57217202895;57220842815;56584706500;","Use of ANN models in the prediction of meteorological data",2019,"Modeling Earth Systems and Environment","5","3",,"1051","1058",,29,"10.1007/s40808-019-00590-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073334788&doi=10.1007%2fs40808-019-00590-2&partnerID=40&md5=24d9dab543df38e77be7c7677fbc95a5",Article,"Final","",Scopus,2-s2.0-85073334788
"Joshua Samuel Raj, R., Sudarson Rama Perumal, T., Muthu Kumaran, N.","55616367400;55164689500;14034541200;","Road accident data analytics using map – Reduce concept",2019,"International Journal of Innovative Technology and Exploring Engineering","8","11",,"1032","1037",,73,"10.35940/ijitee.I8927.0981119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073334062&doi=10.35940%2fijitee.I8927.0981119&partnerID=40&md5=bd98238296d823736dd2967b38d5470a",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85073334062
"Jakka, A., Vakula Rani, J.","57211293460;57211290050;","Performance evaluation of machine learning models for diabetes prediction",2019,"International Journal of Innovative Technology and Exploring Engineering","8","11",,"1976","1980",,33,"10.35940/ijitee.K2155.0981119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073316569&doi=10.35940%2fijitee.K2155.0981119&partnerID=40&md5=d7aefec756d4d1ca658179ec13cf61ec",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85073316569
"Hariharan, M., Kaup, V., Babu, H.","57223682094;57204667493;57387571000;","In quest of a reliable and efficient isomorphism index for multiple jointed kinematic chains",2019,"AIP Conference Proceedings","2134",,"070005-1","","",,2,"10.1063/1.5120239","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070567238&doi=10.1063%2f1.5120239&partnerID=40&md5=dfe290fde9c5f59c8147c0c06bd30ce8",Conference Paper,"Final","",Scopus,2-s2.0-85070567238
"Hariharan, M., Kaup, V., Babu, H.","57223682094;57204667493;57387571000;","In quest of a reliable and efficient isomorphism index for simple jointed kinematic chains",2019,"AIP Conference Proceedings","2134",,"070004-1","","",,5,"10.1063/1.5120238","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070557601&doi=10.1063%2f1.5120238&partnerID=40&md5=fc19807c7e9777175be51d1154b5ee1e",Conference Paper,"Final","",Scopus,2-s2.0-85070557601
"Hariharan, M., Kaup, V., Babu, H.","57223682094;57204667493;57210390963;","A new computational methodology for the synthesis of simple jointed kinematic chains",2019,"AIP Conference Proceedings","2134",,"070003-1","","",,4,"10.1063/1.5120237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070547615&doi=10.1063%2f1.5120237&partnerID=40&md5=eee5163176c7e378836da4b07bf1e047",Conference Paper,"Final","",Scopus,2-s2.0-85070547615
"Halaki, A., Gurugopinath, S., Muralishankar, R.","57215831228;55005957900;16234202600;","Performance Comparison of Joint Correlation and Improved Energy Detection for Spectrum Sensing",2019,"2019 IEEE International Conference on Distributed Computing, VLSI, Electrical Circuits and Robotics, DISCOVER 2019 - Proceedings",,,"9008099","","",,1,"10.1109/DISCOVER47552.2019.9008099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081994397&doi=10.1109%2fDISCOVER47552.2019.9008099&partnerID=40&md5=abd526b14c5e1cb54852db87a7b139d4",Conference Paper,"Final","",Scopus,2-s2.0-85081994397
